var_error,es_error,kurtosis,mean,w2,mean_error,var_of_returns_error,acf_returns_lag1,acf_returns_lag5,acf_returns_lag20,acf_abs_lag1,acf_abs_lag5,acf_abs_lag20,acf_sq_lag1,acf_sq_lag5,acf_sq_lag20,generation,seed,condition,alpha
0.013940865,0.018364291,1.821427093,-0.001413867,0.006374451,0.001654469,0.000117236,0.154387083,-0.096746374,-0.009485565,0.131581423,0.085226409,-0.006100069,0.188088018,0.144257157,-0.002543252,2,1,replacement,1
0.0039337,0.001064866,0.470330873,-0.005870674,0.007562448,0.006111276,8.79E-06,0.053181144,0.05245609,0.003865014,0.091713618,0.049527335,-0.008478529,0.1275323,0.075258835,-0.007764316,3,1,replacement,1
0.006416455,0.007540721,2.661310432,-0.000875611,0.005045501,0.001116212,8.64E-05,0.108440869,0.065817235,-0.007304508,0.131952549,0.076225109,-0.00983414,0.19202301,0.127939512,-0.00721688,4,1,replacement,1
0.011180829,0.015883466,1.709419778,-0.001190217,0.005582978,0.001430819,0.000101535,0.106665542,-0.081972127,-0.014546507,0.12508892,0.07062245,-0.013140827,0.184038972,0.120454111,-0.012048745,5,1,replacement,1
0.015327777,0.020812563,1.928355163,-3.60E-06,0.006270644,0.000244198,0.000119625,0.153992438,-0.101279171,-0.018710819,0.161721074,0.093548007,-0.011809256,0.212356401,0.156250054,-0.009683198,6,1,replacement,1
0.012090073,0.017506122,1.089864388,-0.002785513,0.006102842,0.003026114,9.57E-05,0.121081865,-0.089261856,-0.01062683,0.108967812,0.061399724,-0.014651231,0.140439933,0.085365212,-0.014647251,7,1,replacement,1
0.016863966,0.022818399,1.74052105,0.000733922,0.005383935,0.000493321,9.69E-05,0.036555031,0.040951601,-0.012867507,0.093337566,0.008583064,-0.012303655,0.107667232,0.006347384,-0.014451799,8,1,replacement,1
0.01762931,0.022822346,1.942242219,0.002189443,0.006979744,0.001948842,0.000125894,0.069311478,0.001854128,-0.00300963,0.102858444,-0.007353066,-0.011848963,0.154387643,-0.00784719,-0.01055109,9,1,replacement,1
0.020933889,0.025602344,2.183196135,0.001341381,0.007070808,0.00110078,0.000130533,-0.10696295,-0.006863454,-0.001748634,0.095203574,-0.007632425,-0.012497537,0.11289686,-0.008581189,-0.012431952,10,1,replacement,1
0.023238356,0.029432311,2.367492321,0.000346189,0.007754856,0.000105588,0.000141316,0.000808433,-0.002732943,-0.01317493,0.10023512,-0.012710001,-0.013965088,0.117781159,-0.013964831,-0.013666557,11,1,replacement,1
0.022209793,0.029309144,1.786059412,0.000833018,0.007103737,0.000592417,0.000131088,0.034256374,-0.011657692,-0.004840647,0.081646504,-0.007779985,-0.010860142,0.130837589,-0.007171866,-0.008253587,12,1,replacement,1
0.019365115,0.026020806,0.943328157,0.00072908,0.006433186,0.000488479,0.000117648,0.021890393,-0.013334874,-0.009091834,0.050418113,-0.012143003,-0.013177128,0.055717236,-0.012114807,-0.012762362,13,1,replacement,1
0.015827674,0.022603916,0.701758229,-0.005061878,0.009142714,0.005302479,0.000135109,0.000833085,-0.002967847,-0.01242,0.020816875,-0.004008944,-0.008074812,0.025203052,-0.005514141,-0.010000286,14,1,replacement,1
0.006933454,0.010396033,2.908960914,-0.002821954,0.004817583,0.003053905,2.51E-05,0.110821443,0.06452297,0.007201213,0.098731429,0.059979483,-0.013666239,0.121942136,0.088172172,-0.010488438,0,2,replacement,1
0.012331421,0.018755627,2.110506587,-0.00316945,0.006205402,0.003401401,9.11E-05,0.145295811,-0.068649011,0.000288274,0.083706736,0.045258181,-0.013456103,0.087296464,0.049565631,-0.014044044,1,2,replacement,1
0.013463396,0.016491366,2.352105454,-0.00025765,0.006149446,0.000489601,0.000114574,0.075376966,0.025800186,-0.020863584,0.102963997,0.032439605,-0.01317293,0.144084103,0.055433427,-0.010897464,2,2,replacement,1
0.019187693,0.023562865,1.87086432,0.001830667,0.006531793,0.001598716,0.000118535,-0.015571336,0.012248126,-0.009067975,0.07778442,-0.003684539,-0.014450865,0.089622316,-0.004517803,-0.012999673,3,2,replacement,1
0.017714806,0.023985987,1.263365827,0.001172351,0.005912267,0.000940399,0.000103878,0.064751558,-0.013195098,-0.010428663,0.052677439,-0.008500686,-0.012211675,0.059685624,-0.009446111,-0.011280698,4,2,replacement,1
0.017448902,0.023582866,0.745928816,-0.000933501,0.006737995,0.001165452,0.000120949,0.017225088,-0.008935825,-0.010164855,0.036287199,-0.005889481,-0.010603756,0.037461754,-0.007643129,-0.010749106,5,2,replacement,1
0.024254313,0.031817666,0.557345967,0.000805397,0.008213346,0.000573446,0.000144841,-0.014212411,-0.011783097,-0.008742188,0.012379879,-0.008564262,-0.013210571,0.013646503,-0.008102762,-0.01420067,6,2,replacement,1
0.024388336,0.032263201,0.551472163,-0.000614257,0.008780942,0.000846208,0.000151368,-0.00917499,-0.011101443,-0.011306803,0.01488194,-0.006308027,-0.009528369,0.015399649,-0.006783218,-0.007839113,7,2,replacement,1
0.021415695,0.028746606,0.635213428,-0.000917083,0.007841566,0.001149034,0.000139082,-0.01820339,-0.010473652,-0.011076933,0.013693774,-0.009640818,-0.012581559,0.014236698,-0.010090116,-0.01206245,8,2,replacement,1
0.022268592,0.029801802,0.450581631,-0.000430559,0.007904171,0.00066251,0.000140333,-0.00733475,-0.007733318,-0.010595274,0.017069579,-0.008285318,-0.01083607,0.019664691,-0.008881177,-0.012263332,9,2,replacement,1
0.022357087,0.030057989,0.608005813,-0.001432518,0.008448856,0.001664469,0.00014591,-0.001053644,-0.01542828,-0.007938685,0.016640586,-0.007625948,-0.013782466,0.01682914,-0.007530004,-0.012995499,10,2,replacement,1
0.016231388,0.023103851,0.499650353,-0.003791009,0.008127326,0.00402296,0.000127596,-0.003313888,-0.005818361,-0.005749996,0.008758635,-0.008743197,-0.007260805,0.008441084,-0.008773721,-0.007007933,11,2,replacement,1
0.025164838,0.033020608,0.556117022,0.000205529,0.008698274,2.64E-05,0.000150888,-0.007226647,-0.009957052,-0.0115603,0.013150568,-0.007451874,-0.009020078,0.013129491,-0.007896312,-0.008419878,12,2,replacement,1
0.02525645,0.032664609,0.588317136,0.002669487,0.00819529,0.002437536,0.000139861,-0.020678295,-0.01064092,-0.009761122,0.011643358,-0.006710801,-0.011192619,0.012227577,-0.006795151,-0.012052282,13,2,replacement,1
0.027466243,0.035449457,0.492969245,0.002039857,0.008983455,0.001807906,0.000151923,-0.006235213,-0.005575441,-0.008084434,0.008656416,-0.00243702,-0.00908294,0.009295262,-0.005029808,-0.009664964,14,2,replacement,1
0.002581522,0.001155161,1.701826453,-0.006382668,0.00780195,0.00661109,3.53E-05,0.119683217,0.107402878,-0.003107201,0.123187411,0.097508822,-0.006592775,0.133572114,0.093771543,-0.007638491,0,3,replacement,1
0.010077539,0.015415098,2.041093126,-0.002766693,0.005079976,0.002995115,5.25E-05,0.142725938,0.090801986,-0.006188824,0.125731001,0.066215509,-0.01056814,0.174449213,0.106951559,-0.009147417,1,3,replacement,1
0.01644532,0.021964784,1.331724808,0.00217021,0.00507933,0.001941788,7.49E-05,0.073694884,0.048335661,-0.010747361,0.143191923,0.08400177,-0.012443022,0.174811689,0.129014333,-0.010530546,2,3,replacement,1
0.016400614,0.022010712,1.304886449,0.003013336,0.005273218,0.002784914,6.66E-05,0.112606817,0.045679005,-0.007440454,0.143407657,0.070998331,-0.008611737,0.228878067,0.120986013,-0.008378724,3,3,replacement,1
0.004332989,0.004924212,2.96086266,-0.006840854,0.008118968,0.007069275,4.40E-05,0.162517005,0.091816747,-0.017188157,0.180625931,0.089043829,-0.018338751,0.20152386,0.082390013,-0.01893535,4,3,replacement,1
0.004688703,0.008926745,1.750257805,-0.000625042,0.004531905,0.000853463,6.91E-05,0.151954335,0.045908557,-0.022057329,0.18766542,0.067448988,-0.008595542,0.215255722,0.077546775,-0.006335916,5,3,replacement,1
0.014147125,0.020233368,2.754571993,-0.000774092,0.004567113,0.001002513,6.83E-05,0.144608509,0.064913475,-0.008647784,0.159437344,0.048285279,-0.008501957,0.268969276,0.077957483,-0.005326802,6,3,replacement,1
0.011684263,0.016981244,3.517567572,-0.00579051,0.008105752,0.006018932,0.000101407,0.136337047,-0.053317967,-0.007221445,0.08921538,0.022932091,-0.006965209,0.149671306,0.044883092,-0.005539436,7,3,replacement,1
0.007426785,0.010736711,1.809677487,-0.004581323,0.007328832,0.004809744,9.83E-05,0.117444588,0.033776705,-0.014314937,0.130126933,0.024143246,-0.012907405,0.152724551,0.018052787,-0.012554264,8,3,replacement,1
0.012851963,0.014814779,4.752790254,-0.001522949,0.005744637,0.00175137,0.000106405,-0.142875225,0.002720039,-0.005111784,0.164830133,-0.006502856,-0.014887314,0.185133608,-0.009174164,-0.01477938,9,3,replacement,1
0.023076362,0.028434826,1.48222281,0.008724874,0.009770896,0.008496452,8.15E-05,0.059615275,-0.001915079,-0.00786911,0.073796209,-0.011397384,-0.009572109,0.124901156,-0.015051401,-0.010542242,10,3,replacement,1
0.020040678,0.026992844,13.13950673,0.001296186,0.006123964,0.001067765,0.000109225,0.087882481,-0.018074,-0.006812787,0.104811159,-0.009584362,-0.012097213,0.148754562,-0.008750777,-0.010241481,11,3,replacement,1
0.015774734,0.019461261,6.040542917,-0.000254559,0.006975768,0.000482981,0.000128448,0.046984747,-0.010755296,-0.010340228,0.136053451,-0.012567985,-0.007678486,0.235344227,-0.011210025,-0.006457875,12,3,replacement,1
0.021791607,0.028531754,2.633958578,0.002667588,0.006534968,0.002439166,0.000111329,0.039823898,-0.010635203,-0.012247604,0.090349711,-0.009541289,-0.010561027,0.109072454,-0.010384645,-0.011035484,13,3,replacement,1
0.014239391,0.020372361,1.023751398,-0.001702658,0.005810573,0.001931079,9.60E-05,0.033096132,-0.011474502,-0.009415263,0.045944504,-0.005236175,-0.012638786,0.051592832,-0.006347213,-0.013221816,14,3,replacement,1
0.017693039,0.023828115,1.52451918,0.004480715,0.006169535,0.004255368,5.90E-05,0.093592219,0.091340818,0.001019897,0.100660888,0.078739955,-0.008392015,0.109179508,0.08116712,-0.008895629,0,4,replacement,1
0.018960799,0.025194686,1.508599556,0.001896187,0.006235136,0.001670839,0.000113486,0.128470946,-0.100869876,-0.009890495,0.140919366,0.084555667,-0.010593475,0.216226477,0.13558956,-0.008090466,1,4,replacement,1
0.017808961,0.022793317,2.468344219,0.000570741,0.006186381,0.000345394,0.000118941,0.131731899,-0.087683618,-0.006568499,0.153162161,0.077495261,-0.012829893,0.237284956,0.129621262,-0.010095577,2,4,replacement,1
0.019441561,0.026106324,1.884079985,0.00184417,0.005716587,0.001618822,9.80E-05,0.152862583,0.077706736,-0.014402421,0.134271123,0.03994585,-0.015728136,0.150024205,0.036748909,-0.015235416,3,4,replacement,1
0.013285072,0.019456094,2.075431319,-0.000759956,0.004732187,0.000985304,7.26E-05,0.06136254,0.020065012,-0.011676454,0.087764739,-0.007703214,-0.013249216,0.104990184,-0.009407605,-0.013559199,4,4,replacement,1
0.016262255,0.020808605,2.536545233,-0.000633658,0.00736007,0.000859005,0.000135126,0.090844812,-0.007345897,-0.006881577,0.14728611,-0.015500811,-0.010905739,0.25478553,-0.014141637,-0.010083238,5,4,replacement,1
0.022207343,0.029256286,2.013175195,0.000691786,0.007023499,0.000466439,0.000130203,0.056080388,-0.018034514,-0.006186421,0.11527653,-0.012435823,-0.009729521,0.211969696,-0.012665217,-0.007046022,6,4,replacement,1
0.015705459,0.022334912,1.917716314,-0.001476338,0.005908094,0.001701686,0.000102959,0.093274573,-0.010092233,-0.009011595,0.073349178,-0.009801883,-0.01419406,0.083148505,-0.011019521,-0.012647791,7,4,replacement,1
0.015652891,0.020666888,1.4810914,-0.001414117,0.006681677,0.001639464,0.000119502,0.073938254,-0.015298964,-0.011284282,0.075974105,-0.010026914,-0.010305238,0.109991619,-0.009848424,-0.009774085,8,4,replacement,1
0.024468477,0.029879119,1.65210625,0.003749884,0.00832432,0.003524537,0.000137793,0.077920357,-0.013514601,-0.011676224,0.056441927,-0.007668123,-0.007699993,0.061348322,-0.008199215,-0.007484669,9,4,replacement,1
0.019027191,0.025565715,0.47546547,0.002110315,0.006305988,0.001884967,0.000106758,0.038492219,0.007817523,-0.004632747,0.020485517,-0.008809606,-0.010114864,0.02152601,-0.009145582,-0.010016761,10,4,replacement,1
0.024577315,0.032070196,0.426192301,0.001868274,0.008051721,0.001642927,0.000140738,-0.010198237,-0.006361931,-0.010612068,0.015211247,-0.008369196,-0.008450361,0.016517963,-0.008737757,-0.010035968,11,4,replacement,1
0.022549392,0.030460082,0.523475053,-0.002603459,0.009281283,0.002828806,0.000152807,0.003310076,-0.007553916,-0.010331542,0.015321345,-0.004340306,-0.01178139,0.01622104,-0.005569838,-0.012266932,12,4,replacement,1
0.023339634,0.030924927,0.485839254,0.00033575,0.008024105,0.000110403,0.000142812,-0.020043576,-0.00949874,-0.009690921,0.012950927,-0.010504934,-0.010237732,0.013943123,-0.010783908,-0.011581073,13,4,replacement,1
0.025004721,0.032289154,0.502590755,0.003118788,0.008128824,0.002893441,0.000136798,-0.009148222,-0.004633541,-0.014083243,0.012360126,-0.005892166,-0.011254474,0.011730955,-0.006824949,-0.011638577,14,4,replacement,1
0.019169291,0.026023745,1.5653564,0.000977984,0.005729285,0.00074973,0.000102846,0.074900343,0.0487816,-0.004893911,0.136223503,0.081885729,-0.008682232,0.177298078,0.12862687,-0.005435387,0,5,replacement,1
0.011883471,0.017966009,2.334297297,-0.003162842,0.005848318,0.003391096,8.08E-05,0.067818404,0.038682978,-0.013096945,0.076779111,0.026791659,-0.007932811,0.102012928,0.046985058,-0.005286605,1,5,replacement,1
0.012677314,0.017038518,1.248451233,-0.001987243,0.00621184,0.002215497,0.000105112,0.1053999,0.015195192,-0.010477757,0.095056582,0.007175766,-0.009942743,0.109373892,0.004325632,-0.00998286,2,5,replacement,1
0.011451681,0.017129581,0.859283184,-0.002620929,0.00638462,0.002849183,0.000101897,0.037627482,-0.010960705,-0.012232746,0.071436579,-0.010683372,-0.011174294,0.119077136,-0.009869314,-0.009828919,3,5,replacement,1
0.017197507,0.020026153,3.582665796,-0.002599071,0.007752384,0.002827325,0.000133882,-0.022803051,-0.01459793,-0.006674859,0.095331831,-0.018742053,-0.008195236,0.133149898,-0.019486822,-0.007433877,4,5,replacement,1
0.017126607,0.022176053,1.692603145,-0.000268655,0.006355734,0.000496909,0.0001181,-0.016367973,-0.006840953,-0.004133734,0.083629486,-0.009950141,-0.012694715,0.096204227,-0.010028624,-0.012630219,5,5,replacement,1
0.019194569,0.024339974,2.316672511,-0.000488734,0.007006067,0.000716989,0.000129425,-0.128279908,-0.006101518,-0.007772569,0.098842709,-0.011690804,-0.015516453,0.114412284,-0.012836425,-0.015548138,6,5,replacement,1
0.015717207,0.021173043,1.185837509,-0.002049841,0.00715042,0.002278095,0.000125002,0.064232325,-0.011606978,-0.010631158,0.081661702,-0.010296791,-0.011121287,0.138065301,-0.010328673,-0.010055801,7,5,replacement,1
0.024167304,0.031662881,2.12225895,0.001983053,0.007554746,0.001754798,0.000134013,0.073506639,-0.003061491,-0.013397711,0.078202925,-0.004294405,-0.009113488,0.09665843,-0.005841188,-0.011129179,8,5,replacement,1
0.019526996,0.025611486,0.799255463,0.002767989,0.00644858,0.002539734,0.000106681,0.046304108,-0.014576616,-0.011126089,0.048267265,-0.009791046,-0.007691381,0.054971092,-0.009640309,-0.00839112,9,5,replacement,1
0.021111722,0.027724055,1.03714418,-0.000397641,0.007524575,0.000625896,0.000135903,0.045259508,-0.016309602,-0.010084125,0.045405654,-0.006235898,-0.00930887,0.049944674,-0.006487301,-0.01025954,10,5,replacement,1
0.026686778,0.034738617,0.621573468,0.000204544,0.00926926,2.37E-05,0.00015636,0.007769982,-0.002880054,-0.00398342,0.017575367,-0.005360419,-0.012268394,0.017859895,-0.006484674,-0.01337078,11,5,replacement,1
0.028448722,0.036601305,0.429631407,0.00249069,0.009276304,0.002262435,0.000153463,0.000386042,-0.009891392,-0.013382178,0.006889455,-0.010954768,-0.012113149,0.009237644,-0.011195153,-0.011916374,12,5,replacement,1
0.026868367,0.034249121,0.476384196,0.004689174,0.008860281,0.00446092,0.000136706,-0.012870729,-0.004047156,-0.013524392,-0.001070602,-0.002464153,-0.009160388,0.000979816,-0.003289613,-0.010472928,13,5,replacement,1
0.021697212,0.029517183,0.480486464,-0.002501157,0.008860009,0.002729411,0.000147232,-0.011537824,-0.005361045,-0.006268725,0.005623785,-0.007431264,-0.00677806,0.006602371,-0.007081709,-0.008344249,14,5,replacement,1
0.010028216,0.014812298,1.318599727,0.00257628,0.005254118,0.002337624,7.31E-05,0.116863087,0.073324079,-0.00230193,0.088119539,0.047349417,-0.00822923,0.114430471,0.07237358,-0.007242519,0,6,replacement,1
0.012812362,0.019120413,1.018787177,-0.001003758,0.004924422,0.001242414,7.06E-05,0.045607414,0.019362854,-0.007590566,0.036023332,-0.002774739,-0.013226865,0.042083416,-0.001994531,-0.012697989,1,6,replacement,1
0.021294332,0.028225295,0.761619785,-0.000194503,0.007551948,0.000433159,0.000135576,0.024830985,-0.015343476,-0.00712688,0.035603634,-0.009040917,-0.0127132,0.038418358,-0.009171684,-0.01225834,2,6,replacement,1
0.018225159,0.025443678,0.523455747,-0.003261301,0.008273613,0.003499957,0.000134293,-0.011109375,-0.008147342,-0.012617144,0.00971065,-0.003196943,-0.012674002,0.011027907,-0.004639476,-0.012094837,3,6,replacement,1
0.024186405,0.032008725,0.550511805,-0.00039092,0.008556236,0.000629575,0.000148069,0.001808803,-0.010526058,-0.006251411,0.01945742,-0.005464101,-0.008698822,0.020669643,-0.006061008,-0.00907251,4,6,replacement,1
0.025260743,0.032978688,0.546157114,0.00113289,0.008361152,0.000894234,0.000145526,-0.010687652,-0.008037574,-0.009658971,0.013051604,-0.00946681,-0.009233156,0.014876695,-0.010935685,-0.008338964,5,6,replacement,1
0.024704662,0.032098058,0.429928598,0.003151498,0.007944536,0.002912842,0.000132278,-3.63E-05,-0.011469548,-0.008266893,0.007806681,-0.008918065,-0.008311016,0.007736279,-0.00949918,-0.008785743,6,6,replacement,1
0.019240031,0.02671151,0.46219685,-0.002853115,0.008280496,0.003091771,0.000136866,0.002542424,-0.010135818,-0.006714935,0.016110048,-0.007370339,-0.009729639,0.016679414,-0.006959765,-0.009232093,7,6,replacement,1
0.023281567,0.030847983,0.438349079,0.000749506,0.007830028,0.00051085,0.0001387,-0.017643524,-0.009982762,-0.007047955,0.007504706,-0.008957345,-0.007671773,0.007898124,-0.008442327,-0.007816503,8,6,replacement,1
0.024891023,0.032355715,0.440536295,0.002998831,0.008046965,0.002760175,0.000135066,-0.015881606,-0.004635227,-0.009324688,0.00819296,-0.007228319,-0.009121089,0.009448609,-0.007602451,-0.009271174,9,6,replacement,1
0.016363424,0.023748478,0.477173044,-0.005795198,0.009790806,0.006033854,0.000137276,-0.004997438,0.001606722,-0.011380774,0.002885293,-0.000567829,-0.01246038,0.005306792,-0.002872363,-0.012553181,10,6,replacement,1
0.023087264,0.030360058,0.571301336,0.000829935,0.007825491,0.000591279,0.000138903,-0.012421331,-0.010351135,-0.008363999,0.01538651,-0.010112091,-0.009122236,0.015826473,-0.009500383,-0.008583444,11,6,replacement,1
0.014545515,0.020139483,0.410099369,0.003314658,0.005627009,0.003076002,5.90E-05,-0.012314858,-0.009493485,-0.011652917,0.009319711,-0.009918344,-0.012116156,0.01117188,-0.009819888,-0.010631652,12,6,replacement,1
0.018022923,0.02493377,0.476226936,-0.001766545,0.007195566,0.002005201,0.000124348,0.003516746,-0.014282306,-0.011291851,0.012948239,-0.011730629,-0.013693949,0.013878232,-0.011437108,-0.013144335,13,6,replacement,1
0.022824725,0.031014522,0.570127503,-0.003477,0.009885493,0.003715656,0.000154762,0.005420634,-0.003870908,-0.008792654,0.011350648,-0.002982635,-0.011052403,0.010265319,-0.004048675,-0.01087946,14,6,replacement,1
0.010605719,0.014427721,1.733067388,-0.00090583,0.004281304,0.001128282,5.48E-05,-0.03974872,0.087612883,-0.002068868,0.081926797,0.023580724,-0.014049647,0.097908229,0.026651552,-0.014790918,0,7,replacement,1
0.013625431,0.016067424,1.82922419,0.003152996,0.00594391,0.002930544,9.25E-05,0.058396051,-0.026039028,-0.010201037,0.061962845,0.01341124,-0.009428475,0.100018306,0.023282985,-0.009405647,1,7,replacement,1
0.018459059,0.024713022,0.835732775,0.001800131,0.005982859,0.001577679,0.000102895,0.076739553,0.005443668,-0.006267434,0.056773305,-0.00268044,-0.012420236,0.06467952,-0.003219075,-0.012336763,2,7,replacement,1
0.022188242,0.02913901,0.93289873,0.001513204,0.007177562,0.001290751,0.000128713,0.028385371,-0.0122038,-0.0103692,0.045873953,-0.008627483,-0.012100793,0.049668752,-0.008888474,-0.012347756,3,7,replacement,1
0.020398364,0.027819445,0.580398711,-0.001545644,0.007787424,0.001768097,0.000136645,0.007448596,-0.013185411,-0.010985839,0.016063539,-0.007262412,-0.010172155,0.015552796,-0.007471471,-0.011615096,4,7,replacement,1
0.027251651,0.035264059,0.503954209,0.002212637,0.008890216,0.001990185,0.000150521,0.003964345,-0.010278051,-0.012940988,0.011827344,-0.007120196,-0.010368874,0.011176503,-0.007081785,-0.010822411,5,7,replacement,1
0.02160988,0.029160693,0.761005447,-0.002320661,0.008755569,0.002543114,0.000147263,-0.006971054,-0.00677514,-0.009876629,0.010130495,-0.006296807,-0.011402714,0.012232402,-0.007454805,-0.010981934,6,7,replacement,1
0.022340642,0.029963806,0.5578574,-0.000777797,0.008069032,0.001000249,0.000142501,-0.011587622,-0.011174415,-0.011132342,0.013779087,-0.006209107,-0.012829336,0.013119147,-0.007563174,-0.012348467,7,7,replacement,1
0.023334625,0.031099224,0.550261699,-0.000656175,0.008406649,0.000878628,0.000147012,-0.019325089,-0.008292539,-0.007021869,0.010825842,-0.007242869,-0.011874052,0.01072604,-0.007041698,-0.01220856,8,7,replacement,1
0.019457351,0.026900788,0.49918492,-0.002991246,0.008476561,0.003213698,0.000140216,0.000443909,-0.00776198,-0.010751745,0.009979829,-0.002496923,-0.011558287,0.010010932,-0.003103968,-0.011680569,9,7,replacement,1
0.01839163,0.02586084,0.511535562,-0.003420128,0.008416066,0.00364258,0.000136407,0.012462926,-0.011418032,-0.008592224,0.015862437,-0.005290248,-0.009434689,0.015883473,-0.006234543,-0.01067945,10,7,replacement,1
0.019064496,0.026566215,0.512040944,-0.004221214,0.009310338,0.004443666,0.000144775,-0.016019143,-0.008429699,-0.008834582,0.001803936,-0.006869036,-0.006248333,0.005872878,-0.006490063,-0.007224428,11,7,replacement,1
0.022253233,0.029632913,0.499815592,-0.000197701,0.007818692,0.000420153,0.000139626,-0.008594856,-0.012836602,-0.007664484,0.010866877,-0.00805346,-0.010070819,0.011729231,-0.008048926,-0.010429139,12,7,replacement,1
0.028454851,0.03628901,0.533670572,0.003961116,0.009270068,0.003738664,0.000148515,0.002507329,-0.006095496,-0.012218851,0.014621687,-0.006080516,-0.01168438,0.015738248,-0.007755599,-0.010685627,13,7,replacement,1
0.021490791,0.02930649,0.379637515,-0.002353683,0.008688617,0.002576135,0.000145954,-0.002117297,-0.004740251,-0.010972717,0.002970125,-0.005840823,-0.014541889,0.00489086,-0.005801533,-0.015079954,14,7,replacement,1
0.012670163,0.0183134,2.201088445,0.000156183,0.004374968,7.68E-05,6.87E-05,0.175040829,-0.134463823,-0.002188537,0.111836444,0.071231144,-0.014762305,0.118326164,0.076652028,-0.014022999,0,8,replacement,1
0.018619036,0.024310512,0.845151264,0.004551303,0.006611083,0.004318289,8.29E-05,0.043969123,0.022361548,-0.009734525,0.085335297,0.040555219,-0.009224229,0.128981306,0.071883736,-0.007622794,1,8,replacement,1
