var_error,es_error,kurtosis,mean,w2,mean_error,var_of_returns_error,acf_returns_lag1,acf_returns_lag5,acf_returns_lag20,acf_abs_lag1,acf_abs_lag5,acf_abs_lag20,acf_sq_lag1,acf_sq_lag5,acf_sq_lag20,generation,seed,condition
0.039595769,0.042727372,0.398746829,0.001827965,0.013025802,0.001579206,0.000483104,-0.029217244,-0.152719678,0.087954242,-0.085586853,-0.021078244,0.054425051,-0.045439611,-0.052759185,0.050232051,10,0,replacement
0.039165193,0.042466379,0.348194198,0.001464615,0.01269183,0.001215856,0.000468997,-0.02402854,-0.125946171,0.093639862,-0.06668522,-0.009403716,0.051108158,-0.047571775,-0.029268369,0.053202936,11,0,replacement
0.039790002,0.043999261,0.194044844,0.00140103,0.01310999,0.001152271,0.000492957,-0.004701573,-0.141665706,0.064461106,-0.12814636,0.014035117,0.142903425,-0.062116483,-0.024696296,0.119385559,12,0,replacement
0.042327491,0.045858211,0.199491169,0.000841449,0.01362084,0.00059269,0.00052305,0.043190997,-0.124207909,0.134849651,-0.093259514,-0.018844847,0.089463527,-0.066679101,-0.03446091,0.10376018,13,0,replacement
0.038469096,0.048700324,0.113507582,0.000630318,0.014447954,0.000381559,0.000568068,0.104784447,-0.147281395,0.168843994,-0.091952527,-0.046857408,0.084899398,-0.090675284,-0.0483898,0.09244308,14,0,replacement
0.002188492,0.003031379,0.258867709,0.000146193,0.000760991,1.50E-05,1.81E-05,0.033292532,-0.022414014,0.06885198,0.015320753,0.011623829,-0.010753962,0.016456137,0.011185287,-0.014428558,0,1,replacement
0.000190816,0.00022597,0.135402376,-0.000510558,0.000898828,0.000641796,1.48E-05,0.001137993,0.007393827,-0.022053837,0.010842032,-0.020236587,-0.039900326,0.027722382,-0.02499487,-0.038981152,1,1,replacement
0.001833669,0.001625842,0.170488609,-0.000533456,0.001447646,0.000664694,2.03E-05,-0.001391007,-0.024355038,-0.042401368,0.083237958,-0.008987466,-0.00728761,0.109546668,-0.009655246,0.007652384,2,1,replacement
0.000455605,0.00194569,-0.23274333,-0.000547355,0.002357687,0.000678593,3.13E-05,0.049504972,-0.053684309,0.025948284,0.086915757,-0.025619583,-0.062599578,0.109523757,-0.01431874,-0.022080134,3,1,replacement
0.000619751,0.00318106,-0.415191943,-0.000619456,0.002433866,0.000750694,2.42E-05,0.057065206,-0.10970823,-0.036435261,0.007636693,0.056397573,0.098821005,0.059181047,0.073785415,0.101404342,4,1,replacement
0.001880069,0.00085152,-0.31894501,-0.000748191,0.002171033,0.00087943,6.06E-06,0.107840809,-0.146538456,-0.033509042,0.036130816,0.141560098,0.050593325,0.082566237,0.112080793,0.094551852,5,1,replacement
0.001532437,0.001352058,-0.260084901,-0.000411335,0.001800183,0.000542574,3.20E-06,0.132468925,-0.083867644,-0.003341677,-0.034712842,0.122607603,0.041352658,0.012996424,0.055355996,0.141456133,6,1,replacement
0.002909581,0.000378954,-0.184982599,-0.000533614,0.001771263,0.000664853,5.46E-07,0.159261386,-0.080432932,0.052839284,-0.044891633,0.109992591,0.065659718,0.04672108,0.094576239,0.141122806,7,1,replacement
0.007682215,0.005202516,-0.457170785,-0.001283051,0.002955544,0.001414289,5.84E-05,-0.018246752,0.021583719,-0.03523366,0.033781964,0.118209239,0.029428802,0.045307309,0.117922603,0.055050235,8,1,replacement
0.007761266,0.005088965,-0.147650206,-0.001293426,0.002943029,0.001424665,5.33E-05,-0.018907063,0.074401045,-0.036485603,0.05610943,0.061889601,0.050942708,0.04427174,0.035163491,0.069175177,9,1,replacement
0.008399987,0.005477226,-0.21675718,-0.001346418,0.0033847,0.001477657,6.69E-05,0.003890625,0.059343154,-0.003151659,0.066755889,0.10277589,0.034641293,0.058204971,0.057654886,0.037887299,10,1,replacement
0.00756694,0.004674057,-0.355134637,-0.002270675,0.004345293,0.002401914,9.07E-05,-0.018542289,0.037004036,-0.063770496,0.021238679,0.095480097,-0.060864417,0.028375044,0.072252644,-0.024909265,11,1,replacement
0.009564729,0.007024391,-0.325113523,-0.002496577,0.004854899,0.002627816,0.000103821,-0.05079515,0.061833449,0.002534898,-0.009770594,0.031660045,-0.033967079,-0.053755296,0.046405514,-0.007139747,12,1,replacement
0.008530288,0.00558859,-0.333597541,-0.002152876,0.004469073,0.002284115,9.60E-05,-0.047094293,0.094677515,0.053755444,-0.006192019,0.013522919,-0.037314814,-0.041399564,0.019749698,-0.009746106,13,1,replacement
0.011783718,0.008890285,-0.209144274,-0.001937214,0.004855809,0.002068452,0.000108052,0.007452968,0.104232306,0.072035558,0.043927538,0.051386127,-0.113145408,-0.005252185,0.078929827,-0.114736159,14,1,replacement
1.87E-05,0.000637169,0.311048233,-0.000888519,0.001539674,0.001154779,2.32E-05,-0.012862666,0.016834092,-0.017047936,-0.014507714,-0.00258477,-0.011352592,-0.015455365,-0.003541137,-0.011804458,0,2,replacement
0.000811617,0.00061239,0.404718953,-0.000789484,0.002074839,0.001055744,3.97E-05,0.00095265,-0.045401825,0.020244746,-0.030779771,-0.004235161,-0.045700435,-0.032315558,-0.007204496,-0.047712863,1,2,replacement
0.00287718,0.003004943,0.307986494,-0.001332712,0.00287631,0.001598972,5.38E-05,0.048273428,-0.08749395,0.068160145,-0.018315089,-0.009973785,-0.051881174,-0.013654237,-0.010773059,-0.05595869,2,2,replacement
0.004768297,0.005274496,-0.084228842,-0.00162722,0.003283369,0.00189348,5.95E-05,0.045666276,-0.09917481,0.099195102,-0.049092068,0.006267848,-0.078230591,-0.028431395,-0.014745194,-0.08505632,3,2,replacement
0.002786861,0.003013712,-0.292075888,-0.00194337,0.003010668,0.00220963,4.40E-05,0.029652978,-0.074768354,0.077540145,0.009787898,-0.03087324,0.029837668,0.014743082,-0.040402129,0.012863027,4,2,replacement
0.004525762,0.006997462,-0.575732658,-0.001303874,0.002842743,0.001570134,4.99E-05,0.07103578,-0.120540965,0.089758354,0.141080956,-0.039857415,0.010591969,0.111790193,-0.030998715,-0.019130765,5,2,replacement
0.004111732,0.006665045,-0.455458953,-0.0010786,0.002365799,0.00134486,4.20E-05,0.127162937,-0.036660107,0.095630352,0.079936341,-0.05436275,0.145415726,0.033354403,-0.029013416,0.093396907,6,2,replacement
0.000964122,0.001296391,-0.517927409,-0.000873783,0.001651577,0.001140043,2.87E-06,0.044333135,0.086015598,0.082449163,0.010342319,0.036769842,-0.111525842,-0.032004391,0.063314239,-0.098824832,7,2,replacement
0.001900443,0.003898331,-0.61520255,-0.000138472,0.001343354,0.000404732,8.98E-06,0.054682774,0.084269866,0.114918636,-0.053052429,0.02249326,-0.0190179,-0.098362729,0.054599896,0.001357553,8,2,replacement
0.001443147,0.003214846,-0.692829463,-0.000622975,0.001690728,0.000889235,9.67E-06,0.068302076,0.009347947,0.131213712,-0.087474877,0.065118141,0.091777841,-0.109153669,0.072390351,0.066056148,9,2,replacement
0.001523201,0.004449432,-0.753629141,-0.00090299,0.001990378,0.00116925,1.28E-05,0.025050028,0.009101242,0.134982785,-0.040242963,-0.012568393,0.067268255,-0.051024063,-0.039905045,0.073616401,10,2,replacement
0.00291513,0.001962687,-0.664089019,-0.000137621,0.002280245,0.000403881,4.06E-05,0.09462439,0.042781576,0.084258228,-0.012171216,0.008377205,0.028284061,0.029090075,0.02217333,0.074868925,11,2,replacement
0.003998663,0.004838045,-0.524577541,0.000113969,0.002500068,0.000152291,5.02E-05,0.085924151,-0.012745137,0.039744672,-0.052521237,-0.055485806,0.005141461,-0.002790196,-0.054974031,0.017812186,12,2,replacement
0.001879617,0.000897667,-0.602360646,0.00012092,0.00266006,0.00014534,5.86E-05,0.063633697,-0.027877628,0.036218219,-0.029771126,-0.02589776,0.037260264,0.001167659,-0.016401552,0.043866489,13,2,replacement
0.002638332,0.00111775,-0.607189912,0.000296907,0.002942814,3.06E-05,6.84E-05,0.047003704,-0.042254147,0.030608478,-0.042695948,-0.048895961,0.049453713,-0.016410956,-0.038428208,0.080684211,14,2,replacement
0.004551038,0.006187218,0.321346924,-0.000630887,0.001434869,0.000923721,2.66E-05,0.057594665,-0.031752591,-0.016108741,0.001869657,-0.011389688,-0.01927585,0.000790562,-0.012399631,-0.018863902,0,3,replacement
0.00349152,0.00452087,0.321564005,2.89E-05,0.000716856,0.000263934,8.82E-06,-0.002422974,-0.081831958,0.023367911,-0.032088803,0.012254923,-0.022276994,-0.029294019,0.014089785,-0.014357025,1,3,replacement
0.001205935,0.001981429,0.163738541,0.000173274,0.000477422,0.00011956,2.44E-06,0.039512695,-0.077034627,0.117164945,-0.013551244,0.020113452,-0.017888598,-0.016324312,0.039298351,-0.044866429,2,3,replacement
0.00179301,0.002386249,-0.230161499,0.000367854,0.001149154,7.50E-05,1.96E-05,0.07721769,-0.119473925,0.111473241,0.088462933,-0.004129617,0.06012613,0.093019491,0.013376878,0.037476912,3,3,replacement
0.001248767,0.00285246,-0.349310631,0.000219215,0.000921267,7.36E-05,1.09E-05,0.095208083,-0.08877825,0.066881616,0.068997435,-0.064920017,0.010219912,0.076370785,-0.045556799,-0.018689565,4,3,replacement
0.001608228,0.003902444,-0.539815859,-5.13E-05,0.001308246,0.000344087,1.75E-05,0.113358283,-0.103580901,0.122891509,0.056294983,-0.078073755,0.089021636,0.079233788,-0.07686601,0.10777822,5,3,replacement
0.002789253,0.005381527,-0.390325506,0.000348969,0.000988823,5.61E-05,1.01E-05,0.086462371,-0.041554787,0.112931402,-0.081491208,-0.164461436,-0.004249801,-0.052814491,-0.154803929,-0.014341037,6,3,replacement
0.000336089,0.00045813,-0.386829082,0.000842681,0.001091523,0.000549847,1.58E-07,0.169226179,-0.08842,0.061262086,-0.039760619,-0.090345704,-0.004974874,0.021222819,-0.082335774,-0.007537707,7,3,replacement
0.000643721,0.001106371,-0.435986518,0.000522711,0.001079765,0.000229876,3.53E-06,0.15682383,-0.029512995,-0.017792131,-0.087934755,-0.154151917,-0.029816832,-0.070436221,-0.107461566,-0.041486516,8,3,replacement
0.000407523,0.002763129,-0.464153841,0.000681749,0.001557297,0.000388915,2.32E-05,0.153204508,-0.030074806,-0.0637533,-0.039713216,-0.130584424,-0.066539357,-0.028324926,-0.126774127,-0.067306854,9,3,replacement
0.003987602,0.001189223,-0.333530621,0.00040109,0.001854582,0.000108256,3.55E-05,0.160659114,-0.036192283,-0.059548462,-0.078691974,-0.105621286,-0.127049982,-0.076655852,-0.092682267,-0.117242514,10,3,replacement
0.005918482,0.002949121,-0.310544877,-0.000193954,0.002590484,0.000486788,5.64E-05,0.137101227,-0.020167519,-0.054291731,-0.066197054,-0.061494102,-0.090694616,-0.063285153,-0.05731334,-0.111926668,11,3,replacement
0.008877894,0.005854095,-0.089467192,-0.000594332,0.002977763,0.000887166,6.15E-05,0.166725503,-0.017433422,-0.06653448,-0.016213719,-0.035317812,-0.175618113,-0.005094445,-0.047884788,-0.156123033,12,3,replacement
0.010614189,0.008873234,-0.031790011,-0.000472414,0.003097642,0.000765249,7.34E-05,0.199298445,-0.050998372,-0.097315593,-0.049555422,-0.054211178,-0.191080533,-0.026316072,-0.060343293,-0.1619611,13,3,replacement
0.009945345,0.007729663,-0.221747975,-0.00024801,0.003419123,0.000540844,8.86E-05,0.171602931,-0.033257261,-0.083195001,-0.056989309,-0.055228752,-0.253460209,-0.036737825,-0.058017024,-0.196074338,14,3,replacement
0.002343273,0.00215494,0.282928679,-1.25E-06,0.00131196,0.000257772,2.93E-05,0.003501589,0.026844076,-0.05640514,-0.015612288,-0.013845189,0.008897141,-0.016819056,-0.016247121,0.01789882,0,4,replacement
0.001707793,0.002241851,-0.127533142,-0.000472501,0.001367208,0.000729027,2.71E-05,0.125770458,-0.001595373,-0.122014872,-0.027361991,-0.007879258,0.047180613,-0.036854558,-0.004441313,0.082028938,1,4,replacement
0.002121532,0.003018891,-0.184243631,-0.000159863,0.001412634,0.00041639,3.11E-05,0.216032176,0.027869728,-0.188123166,0.011130114,0.016950857,0.030371091,-0.024345759,-0.005228747,0.079014463,2,4,replacement
0.000404608,0.000644787,0.070825934,-0.000242162,0.001723509,0.000498689,3.28E-05,0.225633107,-0.033269998,-0.200528431,-0.062895504,-0.001916954,0.112401783,-0.091227293,-0.017822677,0.134810304,3,4,replacement
0.005704045,0.00831792,0.479609779,-0.000746736,0.001703703,0.001003262,1.65E-05,0.171355563,-0.082897126,-0.175035666,0.010367183,-0.039696214,0.165237099,0.003419686,-0.069351044,0.189562501,4,4,replacement
0.004503577,0.00584074,0.116554236,-0.000556557,0.001473533,0.000813084,8.31E-06,0.15758145,-0.102924437,-0.135332128,0.023029987,-0.056103138,0.14829372,0.008503501,-0.070181266,0.192227178,5,4,replacement
0.004405323,0.003972205,-0.034271257,-0.000540401,0.001231822,0.000796927,9.90E-06,0.172772849,-0.085261031,-0.200663175,-0.003501681,-0.09065227,0.192338265,0.003617934,-0.064264714,0.287893697,6,4,replacement
0.003808073,0.002776115,-0.163830896,-0.00065158,0.001711443,0.000908107,2.45E-05,0.182758049,-0.078122313,-0.241682149,-0.040311813,-0.074371955,0.186777797,-0.015882098,-0.068259557,0.211298881,7,4,replacement
0.005662436,0.003182161,-0.092922394,-0.000942884,0.002288991,0.001199411,3.89E-05,0.184823324,-0.084111308,-0.233093248,-0.132552731,-0.075961349,0.125104564,-0.051551969,-0.056467363,0.101328597,8,4,replacement
0.008966463,0.008288017,0.348297787,-0.000314619,0.002695421,0.000571146,6.18E-05,0.159633546,-0.086276511,-0.221619987,-0.102339232,-0.122629527,0.123194653,-0.062717978,-0.118393816,0.138245216,9,4,replacement
0.008705252,0.006129286,0.326089766,-2.09E-06,0.002973005,0.000258616,6.89E-05,0.174911442,-0.081927896,-0.258794787,-0.130922355,-0.107004281,0.061074533,-0.116674547,-0.141743078,0.083489574,10,4,replacement
0.008728017,0.006002198,0.198775484,0.000199276,0.002985562,5.73E-05,7.38E-05,0.17146555,-0.06776033,-0.242348506,-0.144921583,-0.0519476,0.062145401,-0.143573906,-0.108375573,0.082384047,11,4,replacement
0.009464457,0.006652239,0.212036515,0.000509945,0.002919627,0.000253418,6.99E-05,0.134835202,-0.020086348,-0.297932845,-0.219588397,-0.109253721,0.116661628,-0.193635055,-0.144864276,0.125988152,12,4,replacement
0.013516689,0.010772365,0.377560059,-0.000220557,0.003799295,0.000477084,9.45E-05,0.16295393,-0.015688566,-0.310310858,-0.081171535,-0.167013147,0.13779173,-0.100438608,-0.163862743,0.123913969,13,4,replacement
0.016041142,0.013297803,0.289156604,8.04E-05,0.004322948,0.000176134,0.000116324,0.158561941,-0.082201779,-0.34352379,-0.147679422,-0.055498748,0.143682448,-0.13111713,-0.092434776,0.17034528,14,4,replacement
0.000998943,0.00156341,0.190893465,-0.000338028,0.000711318,0.000662637,5.42E-07,-0.025499117,-0.039954707,0.020220208,-0.021952176,-0.01945428,-0.018600114,-0.023106512,-0.0180364,-0.016883809,0,5,replacement
0.000748579,0.000725823,0.334946574,-0.000858261,0.001573226,0.001182871,2.23E-05,-0.036673416,-0.09174583,0.11146944,0.007619138,-0.001733261,0.000909612,0.012583723,-0.013063962,-0.008846378,1,5,replacement
0.004064436,0.003066504,-0.028600278,2.05E-05,0.001576631,0.000304066,3.42E-05,-0.089445792,-0.056591935,0.107416865,-0.008706645,-0.036309541,-0.025977005,0.027258859,-0.05119881,-0.032743996,2,5,replacement
0.002874923,0.005163434,-0.019611941,0.000593118,0.001312365,0.000268509,2.58E-05,-0.119651482,-0.096036919,0.16735507,0.03540766,-0.050429213,0.049055178,0.072926681,-0.0653264,0.070570936,3,5,replacement
0.003894782,0.006686642,-0.331282408,0.000318063,0.001207942,6.55E-06,1.91E-05,-0.115689776,-0.120993342,0.189140444,-0.004910278,-0.061366104,0.049129855,0.048561141,-0.06807738,0.031213572,4,5,replacement
0.000950591,0.002260723,-0.198800255,0.00028381,0.000879116,4.08E-05,7.15E-06,-0.06882327,-0.203621317,0.196282597,-0.005197597,-0.048144353,0.011015718,0.046689399,-0.07651104,0.032528249,5,5,replacement
0.002671491,0.005418969,-0.277086139,0.000296605,0.00111847,2.80E-05,1.47E-05,-0.126455481,-0.169876087,0.146098492,-0.004848315,-0.051384712,-0.013095808,0.02205681,-0.067715462,-0.005404487,6,5,replacement
0.002710513,0.005621948,-0.427480701,0.000189823,0.001169763,0.000134786,1.57E-05,-0.121715359,-0.124811593,0.134937297,-0.047130587,-0.087590511,0.035417791,-0.040655151,-0.099359903,0.026559742,7,5,replacement
0.002181511,0.004982666,-0.636255035,0.000165364,0.00156938,0.000159246,2.50E-05,-0.071831461,-0.145283734,0.130925838,-0.138450185,-0.121971846,0.015363104,-0.124329055,-0.104093527,0.054560701,8,5,replacement
0.001593701,0.001128023,-0.057830501,-0.000206941,0.002919547,0.000531551,6.93E-05,-0.154363368,-0.13231821,0.069667972,-0.142142858,-0.065674217,0.14347099,-0.112680132,-0.087582589,0.095933994,9,5,replacement
0.006830789,0.005963198,-0.440297093,0.000285246,0.005884123,3.94E-05,0.000171494,-0.229863097,-0.107179059,0.002249635,-0.215713272,-0.094142165,-0.020386307,-0.153700658,-0.123859702,-0.045296339,10,5,replacement
0.007428761,0.005041255,-0.321128621,0.000108283,0.00601688,0.000216327,0.000179053,-0.251600276,-0.159887326,0.003883727,-0.144867859,-0.020294343,0.021609217,-0.109898001,-0.06808803,-0.011066829,11,5,replacement
0.007781177,0.005162722,-0.38385023,0.000310599,0.005868503,1.40E-05,0.000176238,-0.257360914,-0.170692458,0.023484043,-0.169906986,-0.006417334,-0.024913441,-0.127126005,-0.052465898,-0.047795822,12,5,replacement
0.013802234,0.011264901,-0.066724939,0.000978774,0.007767955,0.000654164,0.000250001,-0.26401352,-0.108258962,0.044162665,-0.135754706,-0.001124019,-0.025290204,-0.115156429,-0.02888962,-0.056690637,13,5,replacement
0.009889883,0.006900563,-0.084606391,0.00121466,0.007672218,0.000890051,0.000243037,-0.256460163,-0.090616967,0.054034233,-0.126562878,0.01874526,0.015818498,-0.137522095,-0.029362414,-0.045264603,14,5,replacement
0.002023857,0.001620338,0.632990268,5.09E-06,0.001172155,0.000253703,2.23E-05,-0.006973769,0.016693519,-0.052546785,-0.007401304,-0.002062622,-0.007227077,-0.010167553,-0.002204804,-0.010727861,0,6,replacement
0.004398723,0.00404453,0.641962652,0.000641437,0.002004582,0.000382643,4.34E-05,0.046084831,0.006747755,-0.032404494,-0.015724128,-0.026146508,-0.045402778,-0.011087295,-0.030677285,-0.0478517,1,6,replacement
0.005787595,0.006244122,0.651661841,3.15E-05,0.002233266,0.00022733,4.66E-05,-0.003279047,-0.002193199,-0.040587796,-0.061944094,-0.087730398,-0.058868634,-0.054361862,-0.075244759,-0.042059095,2,6,replacement
0.006094176,0.006799773,0.249037957,0.000133521,0.002262351,0.000125273,4.84E-05,0.031666589,0.0101235,0.054772164,-0.100793531,-0.020892413,-0.060556475,-0.071460703,-0.01752073,-0.072202021,3,6,replacement
0.008874269,0.011128827,-0.014062949,0.000513573,0.002363193,0.000254779,4.72E-05,-0.00360507,-0.0351666,0.069195102,-0.05269372,0.027117655,-0.14827782,-0.019739015,-0.032223641,-0.162333388,4,6,replacement
0.004094094,0.006560375,-0.549497367,0.000176881,0.001025349,8.19E-05,7.94E-06,-0.075468421,-0.140602762,0.074414446,0.01604953,-0.065863109,-0.091969952,0.021888573,-0.055978588,-0.080461394,5,6,replacement
0.000387684,0.003109546,-0.758313569,0.000162219,0.002236013,9.66E-05,3.09E-05,0.009660898,-0.209767948,0.099564373,0.144093678,-0.144017977,0.11603147,0.181096836,-0.0800929,0.154545211,6,6,replacement
0.00054243,0.001456567,-0.730490589,-6.38E-05,0.002388394,0.000322615,3.04E-05,0.000340573,-0.21002909,0.154899281,0.081472008,-0.204453287,0.014898674,0.100059473,-0.096682412,0.052477865,7,6,replacement
0.002828986,0.004314574,-0.66717329,0.000116882,0.002910634,0.000141912,5.04E-05,-0.037589662,-0.219838349,0.127669687,0.084688596,-0.266906689,0.01983889,0.080727359,-0.173755833,-0.009520574,8,6,replacement
0.005635579,0.00379306,-0.661483346,0.00010169,0.002931798,0.000157104,5.59E-05,-0.040480068,-0.211318857,0.151592989,0.098286739,-0.190168115,0.005938559,0.07513142,-0.126735682,0.020312143,9,6,replacement
0.004786491,0.009158472,-0.469035785,0.000250675,0.003010542,8.12E-06,5.57E-05,-0.077854313,-0.237957691,0.176914991,0.115221391,-0.194893588,0.03632393,0.117951191,-0.123631498,0.051096724,10,6,replacement
0.011416247,0.0108123,-0.157264567,0.00065035,0.003598315,0.000391556,9.78E-05,-0.09341493,-0.203244417,0.154061339,0.110672161,-0.023644445,0.015562582,0.046074516,-0.057401252,-0.01435361,11,6,replacement
0.014389703,0.012047334,-0.040924413,0.000548244,0.004653328,0.00028945,0.000132504,-0.130859322,-0.218551637,0.064195378,0.101871891,-0.012065216,-0.006278137,0.05854699,-0.025659951,0.003523564,12,6,replacement
0.017573315,0.015802852,0.156617389,0.000412738,0.004996086,0.000153944,0.000145218,-0.108014179,-0.246837508,0.042158163,0.123562513,0.009316938,-0.016366011,0.075110624,-0.009015161,-0.018358775,13,6,replacement
0.023294365,0.026832758,0.584773368,0.00096967,0.007478049,0.000710876,0.000236751,-0.052771652,-0.244254237,0.042416182,0.01412868,0.095225459,-0.02921365,-0.015594052,0.039809623,-0.049433388,14,6,replacement
0.001772045,0.001445775,3.327921764,0.000798898,0.002529532,0.000629695,4.70E-06,0.005401248,-0.039449988,-0.03486008,-0.012822102,-0.013594561,-0.021810533,-0.012505684,-0.016120516,-0.021146184,0,7,replacement
0.005944938,0.006161426,6.592020693,0.001216901,0.003763587,0.001047699,1.99E-05,-0.02011375,-0.017062466,-0.036488869,-0.010177385,-0.03110179,-0.009357401,0.000252862,-0.025680899,-0.008326479,1,7,replacement
0.006702079,0.00702845,8.080466957,0.001489438,0.004266939,0.001320236,3.00E-05,-0.077357105,-0.098463472,0.011696441,0.073646502,-0.032567728,0.002693793,0.065606932,-0.024950409,-0.013472594,2,7,replacement
0.006651505,0.008770819,4.425130882,0.001405698,0.003462971,0.001236495,2.92E-05,-0.087699916,-0.165195809,0.010116395,0.019619767,0.039342609,0.010071145,0.084950978,-0.027719413,-0.012433689,3,7,replacement
0.006242762,0.00910811,4.267631317,0.00179536,0.003517523,0.001626158,1.86E-05,-0.091251708,-0.172998265,-0.002907938,-0.062437882,0.04611628,0.028669372,0.002781181,-0.028526066,-0.014257738,4,7,replacement
0.004670876,0.006008874,3.687251116,0.002598935,0.003764792,0.002429733,4.79E-06,-0.077211589,-0.095483954,-0.127970903,-0.037870994,-0.08463124,-0.072576766,-0.00281058,-0.062561423,-0.063255831,5,7,replacement
0.002910768,0.00448136,2.84510231,0.002750089,0.003627406,0.002580886,4.78E-06,-0.037588865,-0.050269325,-0.084099655,-0.014125397,-0.061273605,-0.105756869,-0.005590847,-0.058122231,-0.069861869,6,7,replacement
0.002597284,0.005296367,2.324214057,0.003127438,0.003855882,0.002958235,1.16E-05,-0.050632535,0.023660093,-0.068706314,-0.015084894,-0.025291759,-0.118538039,-0.029964262,-0.04950071,-0.06594628,7,7,replacement
0.002781713,0.004493247,2.168483934,0.00326122,0.003991689,0.003092017,2.16E-05,-0.020142304,-0.004029116,-0.006822739,-0.060395424,-0.007612623,-0.105635706,-0.010909796,-0.046500312,-0.064360869,8,7,replacement
0.002109992,0.002675449,1.664241594,0.003090798,0.003775467,0.002921596,2.60E-05,-0.01083624,-0.018608091,-0.003710654,-0.051503323,-0.010965552,-0.125544664,0.000502836,-0.049526301,-0.09321681,9,7,replacement
6.58E-06,0.000390728,1.835204992,0.003233878,0.00407575,0.003064676,3.73E-05,0.019055981,-0.026091927,-0.046932517,-0.101142985,-0.041898754,-0.10480126,-0.038750285,-0.067475847,-0.088148046,10,7,replacement
0.002534594,0.005101881,1.113177154,0.003012099,0.004006496,0.002842897,4.56E-05,0.029779253,-0.070338257,-0.046924204,-0.0595898,0.025710704,-0.083025011,-0.011597313,-0.030609197,-0.084964638,11,7,replacement
0.002440835,0.004892481,1.257241208,0.002495436,0.003958298,0.002326234,5.45E-05,0.01869742,-0.107768777,-0.037680084,-0.073286167,0.036173507,-0.049228121,-0.012512538,-0.019945701,-0.064143039,12,7,replacement
0.000231291,0.002796617,1.299152436,0.0024381,0.003884724,0.002268898,5.70E-05,-0.032388805,-0.118182175,-0.007084739,-0.02961959,0.044106297,-0.106154959,0.035720611,-0.017102813,-0.096774687,13,7,replacement
0.008440072,0.00676627,0.511892667,0.001306608,0.004499535,0.001137405,0.000113721,0.048082784,-0.093715691,-0.011002594,-0.056637044,-0.053210814,-0.128254333,0.026143038,-0.042004789,-0.106408789,14,7,replacement
0.000600756,0.000411787,0.188950336,-0.000385808,0.000909361,0.000634317,1.52E-05,-0.004430156,-0.022972236,-0.013544346,-0.010217456,-0.001384393,-0.006209376,-0.009624454,-0.000765273,-0.007018656,0,8,replacement
0.003788378,0.004303922,0.039763764,-0.000700333,0.001881256,0.000948843,3.69E-05,-0.029475304,-0.003913762,0.013579231,0.002531447,0.008331862,-0.003307226,0.004805019,0.009612151,-0.00277104,1,8,replacement
0.004317193,0.00542236,-0.250519593,-0.001001078,0.002028126,0.001249587,3.47E-05,-0.006968491,0.091686249,0.011863411,-0.064380008,-0.0169318,0.029332584,-0.040930979,-0.00602267,0.040621838,2,8,replacement
